	text	lang
2719	RT @eluniversocom: #Manta vive el Campeonato del Encebollado. Hoy se conocerá al campeón: http://t.co/7Rb6TA15LP http://t.co/D1ClxioMBH	es
2720	@espanholadicas *pego teu diario* *te olho*	pt
2721	RT @sid_thekidddd: the sad realization that your summer is over	en
2722	1289 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2	en
2723	http://t.co/O1iLBqNPkH - MunayKi. The #morefunz page https://t.co/ng9W4F0LXg	ht
2724	😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/HLuGLDcrw5	und
2725	"RT @_LadyBoners: ""why do you watch Greys anatomy?"" 

me: ummmm http://t.co/uGg46GsSi4"	en
2726	RT @HustIeholic: Best one I've seen 🙏 http://t.co/GsUCGFbrhF	en
2727	نقد و بررسی “#فیلم کوایدن Kwaidan” http://t.co/7NPZUupBWe #سینماوتلویزیون	fa
2728	RT @bestljvocals: can't feel my face (it was amazing) http://t.co/FImO5baGBs	en
2729	RT @amaliacadenar: Take my mind and take my pain	en
2730	My DraftKings team took a huge, collective steaming poop today💩💩💩💩💩💩💩💩💩💩💩💩💩	en
2731	1289 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2	en
2732	"RT @kaireutrodud198: この副業知ってる？
学生の私でも月収50万円稼いだよ💪🌟
👉http://t.co/cSo9KYfMIJ 
キャバときより稼いでるし😍😍
自由の時間ができた😄 http://t.co/jFTNBLc3GK"	ja
2733		
2734	1289 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2	en
2735	@biggaveli456 hey Mario	pt
2736	"RT @HCeretto: I don't love you I'm just passing the time
You could love me if I knew how to lie
But who could love me? I am out of my mind"	en
2737	"New post: ""Салат из кальмаров с сыром Для рецепта вам потребуется..."" http://t.co/hk5BTqN9mB..."	ru
2738	1289 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2	en
2739	1289 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2	en
2740	@CapnErnie thanks for sharing Captain Ernie, have a great Sunday :) (insight by http://t.co/aJoRE4xF1p)	en
2741	RT @GamerBabeJess: Lmao Grienke is not a better hitting pitcher than MADBUM. Stop it. No other pitcher hits better than MadBum.	en
2742	RT @Malala0212: Les Invitamos a @valen70 @ana_canarias @mariacorina257 @BeautifulMindVz @Cocossette300 @pitipana75 @lancelotliberte http://…	es
2743	1289 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2	en
2744	"RT @quiksilesour197: この副業知ってる？
学生の私でも月収50万円稼いだよ💪🌟
👉http://t.co/8nqFdHqj5o 
容姿関係ないから
私みたなブスでも稼げるし(๑˃̵ᴗ˂̵)و http://t.co/OpOdM9FiPu"	ja
2745	RT @belto007: En el capsuleoo siempre maquinamos	es
2746	"RT @WouldOneRather: Tattoos on girls:

Hot (RT)
OR
Not (FAV)"	en
2747	There a problem? Lol https://t.co/q8zVMivpj7	en
2748	"RT @fectmarmujlso19: この副業知ってる？
学生の私でも月収50万円稼いだよ💪🌟
👉http://t.co/xwEMlAhPsJ 
容姿関係ないから
私みたなブスでも稼げるし(๑˃̵ᴗ˂̵)و http://t.co/AqmtUQawac"	ja
2749	Somebody finally said it 💯😴 http://t.co/mm4oPzDzlg	en
2750	RT @SollangeAndrade: Gostava de tratar as pessoas como me tratam mas infelizmente sou muito sentimental.	pt
2751	@null Senin, 17 Agustus 2015 Jam 04:42  #AutoFreeFollowers	et
2752		
2753		
2754		
2755		
2756		
2757		
2758	rdctvhb #PSYKontra	tl
2759	@takopon1120 おはようございます。	ja
2760	@Now_blossomHere 너무 무른데? 지금 생각하는 것보다 강하게 나가도 돼. 네 잇속은 남이 안 챙겨 준다고.	ko
2761	6/21/15💑👫	und
2762	RT @al_aounmano2014: @s82096454  بإمكاني أن أغض الطرف وانسى الموضوع  ولكن مطلوب منك تفسير واضح ليش استخدمت صورتي؟	ar
2763	JEUSU	fr
2764	RT @benadryI: ONE OF THE MOST ICONIC BREAKUP SONGS IN HISTORY. http://t.co/zgCXwBkpoX	en
2765	RT @PlesetanKuis: Follow @MIdotcom share foto 17an ditempatmu,menangkan merchendise menarik utk 3 orang http://t.co/qntivqC0YC	in
2766	RT @thisOla_: القهوة من الإستثنائات القليلة حين توشك على قول: كل مافي الدنيا سيء	ar
2767	"RT @nakhunnie: 흥해라 택운아 원식아 힣😆
#빅스 #엘알 #뷰티풀라이어 #뷰라 #레오 #라비
#vixx #LR #beautiful_liar #leo #ravi https://t.co/RAQjtGavuy"	ko
2768	@SaudiNews50 بالله ايش الفائدة كل واحد استشهد على طول انتم اخر رساله اخر مدري ايش ادع له برحمة بس	ar
2769	...работы с вас потребуют деньги. Распространено: в Стамбуле....	ru
2770	"RT @fcinternews_ar: رومانو يؤكد :

"" كوفاسيتش إلى ريال مدريد "".. http://t.co/ETswW5740L"	ar
2771	Minha unha quebrou, n reconheço meus dedos	pt
2772	｢渋谷のがばい兄ちゃん｣ by 宇多丸	ja
2773	Paciencia aguantaaaaa jaja	es
2774	RT @christo_bowman: Did your dad love the 'O Brother Where Art Thou' soundtrack??? Hint: Yes, he did.	en
2775	"RT @luther_baseball: ルーテル学院野球部

今日市内大会です。

応援よろしくお願いします！"	ja
2776	RT @juliancamarena: My grandma's house looks like a museum 😂	en
2777	RT @daddybieberrr: justin is boyfriend goals aff 😍😍😍 http://t.co/uKmuL8uVAE	en
2778	"RT @mmdunlopwriter: HE TRIED TO EXPLOIT HER - WHAT COULD SHE DO?

#intrigue #suspense #passion

http://t.co/beXYOznblH http://t.co/T1vB11Rk…"	en
2779	@Celi_Makaveli thank you celi 😘	en
2780	"RT @Rina_ba504: こどもがガンズくんと触れ合った後、そのうしろで師匠も握手の準備してたけど華麗にスルーされズッコケる師匠ｗｗｗ
師匠チーンやなｗ http://t.co/m9cD0Zd48l"	ja
2781	@JoacoFlorez te dan ganas de agarrarlooo, es como  esponjosoo	es
2782	Кастрированный кот не согласен с выражением «Всё, что нас не убивает, делает нас сильнее».	ru
2783	To be fucking honest , why is everyone worried about me &amp; Michael ? 😂😂😂	en
2784	@Raj701__ ممكن تدليني الباب ومنها نتمشى شوي 🚶	ar
2785		
2786	@Sebastien_T5 ça ça fait plaisir et c est contraignant le boulot enfin c est quoi? Moi je dis achètes des packs mdrr	fr
2787	RT @WorIdStarComedy: IM CRYING http://t.co/LVtzglioHb	en
2788		
2789	The longest ride easily just became my  favorite love story, marrying @ScottEastwood	en
2790	RT @Skateboard_Gifs: http://t.co/NFzlAf0AZ8	und
2791	Je déteste plein monde dans la vie réelle et sur twitter j'aime tout le monde	fr
2792	It hurt to miss somebody so much  man	en
2793	mais putain personne a de bon lien pr le red carpet #TeenChoiceAwards	fr
2794	@AlvRenan Oi,Desculpe o incomodo,mas poderia assistir meu video novo? FRIENDZONE https://t.co/4UyfY8Rl5Q Obrigado	pt
2795	"Hi @ShawnMendes How are you? 
Please follow me? 
I LOVE YOU! 
PLEASE? KISS❤ x14"	en
2796	RT @trvisXX: SEPT 4 THE KIDS WIN. !!	en
2797	Starting to love my new home 💕 http://t.co/gqFYmSzVIf	en
2798	@Emre_Gfb_1907 @disi_kanarya07 @SelnnG @belescisaray :DD	und
2799	Reaching goals and ish 😍 http://t.co/NtxCYF6x4w	en
2800	RT @luke_brooks: when you're so hungry that even the thought of food makes you sick	en
2801	Робоцып - Пинки и Брейн http://t.co/PoMLX5nedd #видео #video 00:53 http://t.co/JrswDyKIcv	ru
2802	When you both have a coke addiction http://t.co/IY6mbQjvzQ	en
2803	I took the kids to the Walker Art Center and Minneapolis Sculpture Garden today and spotted this on… https://t.co/i8mKnRzhoQ	en
2804	RT @mist3rm4tt: Don't worry, Prince Phillip will protect everyone! http://t.co/Ce9fYKWFVf	en
2805	Wish I had the money to do this  #myfavouritevlog @RomanAtwood @_little_britt_ https://t.co/Qb3gk1PD0J	en
2806		
2807		
2808		
2809		
2810		
2811		
2812		
2813	RT @Ibrahemalbalwi: شكرا قليله بحق كل مشجع  حضر لمساندة النمور في الشرائع. متحملا إرتفاع الحرارة. وقفتكم تزيد من حرصنا على تلبية طموح صناع …	ar
2814	コラコラコラコラ～ッ！(`o´)	ja
2815	"宅浪めんどく……さくない！！！
勉強しなきゃ……"	ja
2816		
2817	RT @MahoganyLOX: @AaronCarpenter it looks sooooo good!!! 🙌🙌🙌🙌	en
2818	Get Weather Updates from The Weather Channel 17:42:12	en
2819	Ice Cube embodied the beauty and pain of the crack-era in Death Certificate	en
2820	@youngmillyy 😒	und
2821	"RT @RelatableQuote: ""Pulling out a 4.7-inch plastic straw from this endangered sea turtle's nose""

THIS IS WHY YOU SHOULDN'T LITTER
https:/…"	en
2822	RT @SoundersFC: .@Obafemimartins is BACK and doing BEAUTIFUL things like this! The Goal Machine himself puts the #Sounders up 1-0! http://t…	en
2823	Maybe they were from rival gangs. Maybe now they live together happily on a farm somewhere. Happily ever after.	en
2824	RT @WorIdStarComedy: Police try to pull over a motorcycle after a long wheelie. Just try, lol 😂  http://t.co/6JEZQ2ROhu	en
2825	RT @jiots: Feliz cumple hermano !!!@mauricioislas eres una persona increíble, te mereces lo mejor, te mando un abrazo fuerte, te veo pronto	es
2826	Get Weather Updates from the Weather Channel. 17:42:12	en
2827	افتتاح إصلاحية الحائرالجديدة بالرياض وتعتبر من أحدث السجون العالمية #سجن_الحائر #وزير_الداخلية #محمد_بن_نايف http://t.co/t8PIUr0PK5	ar
2828	es llegar a mi cuarto y joderme viva	es
2829	Take me to a higher place	en
2830	إلا الذين تابوا وأصلحوا وبينوا فأولئك أتوب عليهم ۚ وأنا التواب الرحيم ﴿١٦٠﴾ -- سورة البقرة	ar
2831	Saved	en
2832	"RT @AdeebALomary: أبشر شرّقناه شوي 😎
@mhh1414 http://t.co/U5cf5lKVaz"	ar
2833	Get Weather Updates from The Weather Channel 17:42:12	en
2834	Only Brad Ausmus would've pitched to Altuve there. Idiot	en
2835	RT @SoyTuitanic: A veces tenemos que cerrar algunas puertas, no por orgullo,por que no te llevan a ninguna parte...	es
2836	"""Sending letters to addresses in a ghost town."" https://t.co/NiBTYDXTCU"	en
2837	RT @sarahbenoisttt: I absolutely hate makeup	en
2838	precisando de dinheiro p brusinha shortim etc	pt
2839	Hot asian girls http://t.co/s4ynir7vBK	en
2840	RT @miliurca: Ya veremos la cadena explicando con detalle como fue @fachu83 @ibepacheco @Maghero @copipega @yeleimy @DEMOCRACIA2015	es
2841	@annxchx_r @KLlaure @LaSchwehm ou alors quand était convoquer chez le cpe parce que on c'était foutu de la gueule le Julie 😂	fr
2842	(فلما جاء أمرنا جعلنا عاليها سافلها وأمطرنا عليها حجارة من سجيل منضود) [هود:82] http://t.co/sLpgQSK82X	ar
2843	169- #MTVSummerStar #MTVHottest Lady Gaga 🌲 Rihanna 🌲 Jessie J 🌲 Ariana Grande 🌲 Katy Perry	en
2844	Feliz día del engendro para nosotros salud! https://t.co/LB9axyZbgA	es
2845	RT @zouislovez: Como faz pra voltar no tempo? eramos felizes e não sabiamos, to chorando😢💔 #TeenChoiceAwards http://t.co/bBvKaVbdfk	pt
2846	@pspe_Ing ちょっといらっとするかもしれない返しをしてみたんでゲス、、	ja
2847	Someone  dm me	en
2848	@gridenbozma Doğum günün kutlu olsun şiir kadın🎉🎊😘	tr
2849	RT @fifthpassivas: oque dizer desse camren moment épico que aconteceu no tca ano passado #TeenChoiceAwards http://t.co/bFk81VM1wx	pt
2850	What's the deepest influence your low self-image? Take the quiz: http://t.co/3kiFSpV3bk http://t.co/ZVSGfbEHGL	en
2851	US court rules against displaying anti-Muslim ads on buses http://t.co/v8f4hi07uE	en
2852	Always start your dawy with a SMILE :))	en
2853	RT @TomiNarbondo: Extraño la infancia cuando no me preocupaba por nada😞👶🏻👶🏼	es
2854	@perhapsonlyone baskoylu  hasan efendi	tr
2855	#ACAB. #1312.	und
2856	I did same thing. #stillbetterthanmayweatherberto https://t.co/B0ypzJQviN	en
2857	RT @wehateheavb: I don't fuck with a lot of people cause I've seen them talk shit about everybody they cool with. 🐍💯	en
2858	RT @followtrickjb: Retweet para ganhar seguidores, siga quem retweetou e siga de volta quem te seguiu ✨	pt
2859	169- #MTVSummerStar #MTVHottest Lady Gaga 🌲 Rihanna 🌲 Jessie J 🌲 Ariana Grande 🌲 Katy Perry	en
2860		
2861	RT @MusicianPicture: The Charlatans http://t.co/SaxyTDp38o	en
2862	"RT @M4T14SPI0L4: AY BELU ES UN AMOR CHICOS. BastA @MatiasSchrank #GH2015 
ROMINA AL 3002 http://t.co/oRigCBOlua"	es
2863	vamos xeneize no le falles a tu hinchada ...	es
2864		
2865		
2866	Vamos adorar a Deus https://t.co/qzJWb68hlK	pt
2867		
2868	@WWERomanReigns @TheDeanAmbrose @WWENetwork	und
2869	RT @bxjp: 動員の革命か／完・著作権侵害未満なパクりの話　〜君の望む未来〜  http://t.co/j3rw0qumqN ＞たとえ著作権的に問題がなかったとしても、先行の作者などからネットの風評を使い個人で罰を与える、潰すことが可能という前例	ja
2870	Love is funny.	en
2871	RT @aref_12: جراح متجددة في #دوما ، وضربات موجعة تصيب قلب الأمة، واعتداءات نصيرية بشعة، تفتك بالبشر، وتدمر المساجد والمنازل، لا ترحم ولا تب…	ar
2872	Senin, 17 Agustus 2015 Jam 04:39	et
2873	@misakiveronica おはようございます ( ´ ▽ ` )ﾉ	ja
2874	GETTING CHASED BY COPS!! #myfavoritevlog https://t.co/euboWfQXsF	en
2875	'Girls have feelings for the guy they cheat with so its worse' alrighty 👍🏾	en
2876	"RT @_AyYld_: Vatanımız için, Bayrağımız ve bölünmez bütünlüğümüz için ve;   Boynu bükük  Dünyadaki diğer Ümmet için elele!!

 #HDPKKyıDurdu…"	tr
2877	"@egutakuya 
おはようございます(^з^)-☆

行かれた方の感想見たんですけどすごい盛り上がりでしたもんね(´⊙ω⊙`)

今日も頑張ってください！
ふれーふれー⊙(ˊᗜˋ*)⊙"	ja
2878	White flag at Michigan. #NASCAR	en
2879	@_Armando4 jajaja uchas	es
2880	RT @sciencebobuk: Austwick rock band will perform at Bank Holiday bop http://t.co/jE3HBwXqb4	en
2881	@AlanoodAlsultan في ايش بضبط😂	ar
2882	"これ、これ！！！
まじで50万楽勝だったwww
　　【http://t.co/sG008tUdWC】"	ja
2883	02:37 PM PST - JMac has requested some Nair again. Austin offers to shave JMac's back. Says it would make a go... http://t.co/BBzV4jQOFd	en
2884	RT @_King_Moose: 17 https://t.co/110zspi7gQ	und
2885	@LeCantaElGallo Mañana es festivo jajaj. No mentiras.	es
2886	RT @NeilStuke: Boycott @Starbucks  https://t.co/tijl7WPYSK	en
2887	05/10/13- 29/08/15❤	und
2888	"RT @akayferhan: Marmara depreminde insanlar sevdiklerini bırakıp kaçarken,sevdiklerini bırakıp yardıma koşan adamın adıdır @SEDAT_PEKER 
#1…"	tr
2889	Por q el gobierno no pública las estadísticas de importaciones y exportaciones del primer semestre de 2015 #CualEsElMiedo	es
2890	Друг, добрый вечер! Счастья тебе и добра!	ru
2891	@A3Noticias Eso es bueno o malo?	es
2892	pessoas que visitaram meu perfil e grupos que sigo no Twitter http://t.co/Y51eToewYk	pt
2893	Polémica en Gran Hermano: ¿Francisco recibe información del exterior? http://t.co/6i7iECkuLH vía @teleshowcom	es
2894	I'm at Gallinotas Sport Bar - @gallinotastc in Torreón, Coahuila https://t.co/jOYa2aR3Gr	es
2895	Que saltes al vacío y que no vuelvas nunca!!!!	es
2896	RT @ForeverrMinitah: Mis favoritos tienen esos tweets que por alguna razón en especial no me animo a retwittear	es
2897	Não tem justificativa pra base fo @atletico não ter ninguém melhor que o Botelho.	pt
2898	＠rzzp ＠rzzp ＠rzzp ＠rzzp ＠rzzp ＠rzzp ＠akiz1ki 新しいツイートを投稿しました August 17, 2015 at 06:33AM 1 August 17, 2015 at 06:33AM August 17, 2015 at 06:3…	ja
2899	RT @Reemaahh__: You might be right but i don't care	en
2900	#TerceraDivisión | @minasoro1_fc  6-3 @FundacionUDC | FINAL  | #TorneoAdecuación | (Jornada Nº 3) | (Grupo Oriental)	es
2901	Se lo dio a Lautaro al mate 😂😂😂😂 y no le quedo otra que aceptarlo 😂😂😂😂	es
2902	Intro: Annyzinha. [Animation] Bora almentar feed!! https://t.co/mTdxG40yo0 via @YouTube @AnnyGamer	pt
2903	Ptnnn mais c'était grv bien	fr
2904		
2905	RT @fckboynialler: internetowe przyjaźnie są pojebane, bo kilometry	pl
2906	@wbento00 Sei disso seu chato aka parvo aka cona	pt
2907	RT @flwgurizinho: QUEM VAI VOTAR MUITO AGORA??  #MPN #ESCREVEAI http://t.co/cuHWwOp4HM	pt
2908	VINTAGE RARE BOLINK 10TH PAN F1 BODY BL2367 MARCH 86-C INDY STYLE NEW IN PACKAGE http://t.co/ND3wl6tdAR http://t.co/wwPnB6TgjF	en
2909	"RT @biebersmarlboro: 'GLI ATTORI PIÙ BELLI' 🎬
Keegan allen

Rt: promosso
Fav: bocciato http://t.co/NXZEEVKynG"	it
2910	A donde seaa	es
2911		
2912		
2913		
2914	RT @_xxrg: KYLIE WHO?!?????!!! http://t.co/xUdQJ4lYEl	en
2915		
2916		
2917	@null sekarang jam 04:41:05 WIB	in
